Chunk Index,Delay Rate
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0.015625
64,0.03076923076923077
65,0.030303030303030304
66,0.04477611940298507
67,0.04411764705882353
68,0.057971014492753624
69,0.05714285714285714
70,0.07042253521126761
71,0.08333333333333333
72,0.0958904109589041
73,0.0945945945945946
74,0.10666666666666667
75,0.10526315789473684
76,0.11688311688311688
77,0.11538461538461539
78,0.12658227848101267
79,0.1375
80,0.13580246913580246
81,0.14634146341463414
82,0.1566265060240964
83,0.15476190476190477
84,0.16470588235294117
85,0.16279069767441862
86,0.1724137931034483
87,0.18181818181818182
88,0.1797752808988764
89,0.18888888888888888
90,0.1978021978021978
91,0.1956521739130435
92,0.20430107526881722
93,0.20212765957446807
94,0.21052631578947367
95,0.21875
96,0.21649484536082475
97,0.22448979591836735
98,0.23232323232323232
99,0.23
100,0.2376237623762376
101,0.23529411764705882
102,0.24271844660194175
103,0.25
104,0.24761904761904763
105,0.25471698113207547
106,0.2616822429906542
107,0.25925925925925924
108,0.26605504587155965
109,0.2636363636363636
110,0.2702702702702703
111,0.2767857142857143
112,0.2743362831858407
113,0.2807017543859649
114,0.2782608695652174
115,0.27586206896551724
116,0.27350427350427353
117,0.2796610169491525
118,0.2857142857142857
119,0.2833333333333333
120,0.2809917355371901
121,0.28688524590163933
122,0.2845528455284553
123,0.2903225806451613
124,0.288
125,0.29365079365079366
126,0.29133858267716534
127,0.2890625
128,0.29457364341085274
129,0.3
130,0.29770992366412213
131,0.29545454545454547
132,0.2932330827067669
133,0.29850746268656714
134,0.3037037037037037
135,0.3014705882352941
136,0.29927007299270075
137,0.30434782608695654
138,0.302158273381295
139,0.30714285714285716
140,0.3049645390070922
141,0.30985915492957744
142,0.3076923076923077
143,0.3055555555555556
144,0.3103448275862069
145,0.3082191780821918
146,0.3129251700680272
147,0.3108108108108108
148,0.3087248322147651
149,0.31333333333333335
150,0.31788079470198677
151,0.3157894736842105
152,0.3137254901960784
153,0.3116883116883117
154,0.3161290322580645
155,0.32051282051282054
156,0.3184713375796178
157,0.3227848101265823
158,0.32075471698113206
159,0.31875
160,0.32298136645962733
161,0.32098765432098764
162,0.32515337423312884
163,0.3231707317073171
164,0.3212121212121212
165,0.3253012048192771
166,0.32335329341317365
167,0.3273809523809524
168,0.3254437869822485
169,0.3235294117647059
170,0.32748538011695905
171,0.3313953488372093
172,0.32947976878612717
173,0.3333333333333333
174,0.3314285714285714
175,0.32954545454545453
176,0.327683615819209
177,0.33146067415730335
178,0.33519553072625696
179,0.3333333333333333
180,0.3314917127071823
181,0.33516483516483514
182,0.3333333333333333
183,0.33695652173913043
184,0.33513513513513515
185,0.3333333333333333
186,0.33689839572192515
187,0.3351063829787234
188,0.3386243386243386
189,0.34210526315789475
190,0.3403141361256545
191,0.3385416666666667
192,0.33678756476683935
193,0.3402061855670103
194,0.3435897435897436
195,0.34183673469387754
196,0.3401015228426396
197,0.3434343434343434
198,0.3417085427135678
199,0.345
200,0.34328358208955223
201,0.3415841584158416
202,0.3448275862068966
203,0.3431372549019608
204,0.3463414634146341
205,0.3446601941747573
206,0.34782608695652173
207,0.34615384615384615
208,0.3444976076555024
209,0.3476190476190476
210,0.35071090047393366
211,0.3490566037735849
212,0.3474178403755869
213,0.34579439252336447
214,0.3488372093023256
215,0.35185185185185186
216,0.35023041474654376
217,0.3486238532110092
218,0.3515981735159817
219,0.35
220,0.35294117647058826
221,0.35135135135135137
222,0.3542600896860987
223,0.35267857142857145
224,0.3511111111111111
225,0.35398230088495575
226,0.3524229074889868
227,0.35526315789473684
228,0.3537117903930131
229,0.3521739130434783
230,0.354978354978355
231,0.35344827586206895
232,0.3562231759656652
233,0.3547008547008547
234,0.35319148936170214
235,0.3559322033898305
236,0.35864978902953587
