Chunk Index,Drop Rate
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0.015625
65,0.03125
66,0.03076923076923077
67,0.030303030303030304
68,0.029850746268656716
69,0.029411764705882353
70,0.028985507246376812
71,0.02857142857142857
72,0.028169014084507043
73,0.04225352112676056
74,0.056338028169014086
75,0.05555555555555555
76,0.0547945205479452
77,0.05405405405405406
78,0.05333333333333334
79,0.06666666666666667
80,0.08
81,0.07894736842105263
82,0.07792207792207792
83,0.07692307692307693
84,0.0759493670886076
85,0.075
86,0.0875
87,0.1
88,0.09876543209876543
89,0.0975609756097561
90,0.0963855421686747
91,0.09523809523809523
92,0.09411764705882353
93,0.09302325581395349
94,0.09195402298850575
95,0.10344827586206896
96,0.11494252873563218
97,0.11363636363636363
98,0.11235955056179775
99,0.1111111111111111
100,0.10989010989010989
101,0.10869565217391304
102,0.11956521739130435
103,0.13043478260869565
104,0.12903225806451613
105,0.1276595744680851
106,0.12631578947368421
107,0.125
108,0.12371134020618557
109,0.13402061855670103
110,0.14432989690721648
111,0.14285714285714285
112,0.1414141414141414
113,0.14
114,0.13861386138613863
115,0.13725490196078433
116,0.13592233009708737
117,0.14563106796116504
118,0.1553398058252427
119,0.15384615384615385
120,0.1523809523809524
121,0.1509433962264151
122,0.14953271028037382
123,0.14814814814814814
124,0.1574074074074074
125,0.16666666666666666
126,0.1651376146788991
127,0.16363636363636364
128,0.16216216216216217
129,0.16071428571428573
130,0.1592920353982301
131,0.168141592920354
132,0.17699115044247787
133,0.17543859649122806
134,0.17391304347826086
135,0.1724137931034483
136,0.17094017094017094
137,0.1694915254237288
138,0.16806722689075632
139,0.17647058823529413
140,0.18487394957983194
141,0.18333333333333332
142,0.18181818181818182
143,0.18032786885245902
144,0.17886178861788618
145,0.1774193548387097
146,0.18548387096774194
147,0.1935483870967742
148,0.192
149,0.19047619047619047
150,0.1889763779527559
151,0.1875
152,0.18604651162790697
153,0.1937984496124031
154,0.20155038759689922
155,0.2
156,0.1984732824427481
157,0.19696969696969696
158,0.19548872180451127
159,0.19402985074626866
160,0.1925925925925926
161,0.19117647058823528
162,0.1897810218978102
163,0.18840579710144928
164,0.18705035971223022
165,0.18571428571428572
166,0.18439716312056736
167,0.18309859154929578
168,0.18181818181818182
169,0.18055555555555555
170,0.1793103448275862
171,0.1780821917808219
172,0.17687074829931973
173,0.17567567567567569
174,0.174496644295302
175,0.17333333333333334
176,0.17218543046357615
177,0.17105263157894737
178,0.16993464052287582
179,0.16883116883116883
180,0.16774193548387098
181,0.16666666666666666
182,0.16560509554140126
183,0.16455696202531644
184,0.16352201257861634
185,0.1625
186,0.16149068322981366
187,0.16049382716049382
188,0.15950920245398773
189,0.15853658536585366
190,0.15757575757575756
191,0.1566265060240964
192,0.15568862275449102
193,0.15476190476190477
194,0.15384615384615385
195,0.15294117647058825
196,0.15204678362573099
197,0.1511627906976744
198,0.15028901734104047
199,0.14942528735632185
200,0.14857142857142858
201,0.14772727272727273
202,0.14689265536723164
203,0.14606741573033707
204,0.1452513966480447
205,0.14444444444444443
206,0.143646408839779
207,0.14285714285714285
208,0.14207650273224043
209,0.14130434782608695
210,0.14054054054054055
211,0.13978494623655913
212,0.13903743315508021
213,0.13829787234042554
214,0.13756613756613756
215,0.1368421052631579
216,0.13612565445026178
217,0.13541666666666666
218,0.13471502590673576
219,0.13402061855670103
220,0.13333333333333333
221,0.1326530612244898
222,0.1319796954314721
223,0.13131313131313133
224,0.1306532663316583
225,0.13
226,0.12935323383084577
227,0.12871287128712872
228,0.12807881773399016
229,0.12745098039215685
230,0.12682926829268293
231,0.1262135922330097
232,0.12560386473429952
233,0.125
234,0.12440191387559808
235,0.12380952380952381
236,0.12322274881516587
237,0.12264150943396226
238,0.12206572769953052
