Chunk Index,Delay Rate
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0.015873015873015872
63,0.015625
64,0.03076923076923077
65,0.030303030303030304
66,0.04477611940298507
67,0.058823529411764705
68,0.057971014492753624
69,0.07142857142857142
70,0.08450704225352113
71,0.08333333333333333
72,0.0958904109589041
73,0.0945945945945946
74,0.10666666666666667
75,0.11842105263157894
76,0.11688311688311688
77,0.1282051282051282
78,0.13924050632911392
79,0.1375
80,0.14814814814814814
81,0.15853658536585366
82,0.1566265060240964
83,0.16666666666666666
84,0.16470588235294117
85,0.1744186046511628
86,0.1839080459770115
87,0.18181818181818182
88,0.19101123595505617
89,0.18888888888888888
90,0.1978021978021978
91,0.20652173913043478
92,0.20430107526881722
93,0.2127659574468085
94,0.22105263157894736
95,0.21875
96,0.2268041237113402
97,0.22448979591836735
98,0.23232323232323232
99,0.23
100,0.22772277227722773
101,0.23529411764705882
102,0.23300970873786409
103,0.2403846153846154
104,0.24761904761904763
105,0.24528301886792453
106,0.24299065420560748
107,0.24074074074074073
108,0.24770642201834864
109,0.2545454545454545
110,0.25225225225225223
111,0.25
112,0.24778761061946902
113,0.2543859649122807
114,0.2608695652173913
115,0.25862068965517243
116,0.2564102564102564
117,0.2627118644067797
118,0.2605042016806723
119,0.26666666666666666
120,0.2644628099173554
121,0.26229508196721313
122,0.2682926829268293
123,0.2661290322580645
124,0.272
125,0.2777777777777778
126,0.2755905511811024
127,0.2734375
128,0.2713178294573643
129,0.27692307692307694
130,0.2824427480916031
131,0.2803030303030303
132,0.2781954887218045
133,0.2835820895522388
134,0.2814814814814815
135,0.2867647058823529
136,0.2846715328467153
137,0.2826086956521739
138,0.28776978417266186
139,0.2857142857142857
140,0.2907801418439716
141,0.2887323943661972
142,0.2937062937062937
143,0.2916666666666667
144,0.2896551724137931
145,0.2945205479452055
146,0.29931972789115646
147,0.2972972972972973
148,0.2953020134228188
149,0.29333333333333333
150,0.2980132450331126
151,0.29605263157894735
152,0.3006535947712418
153,0.2987012987012987
154,0.3032258064516129
155,0.30128205128205127
156,0.3057324840764331
157,0.3037974683544304
158,0.3081761006289308
159,0.30625
160,0.30434782608695654
161,0.30864197530864196
162,0.3067484662576687
163,0.31097560975609756
164,0.3090909090909091
165,0.3072289156626506
166,0.31137724550898205
167,0.30952380952380953
168,0.3136094674556213
169,0.31176470588235294
170,0.30994152046783624
171,0.313953488372093
172,0.3179190751445087
173,0.3160919540229885
174,0.32
175,0.3181818181818182
176,0.3163841807909605
177,0.3202247191011236
178,0.31843575418994413
179,0.32222222222222224
180,0.32044198895027626
181,0.31868131868131866
182,0.3224043715846995
183,0.32065217391304346
184,0.32432432432432434
185,0.3279569892473118
186,0.32620320855614976
187,0.324468085106383
188,0.32275132275132273
189,0.3263157894736842
190,0.3298429319371728
191,0.328125
192,0.32642487046632124
193,0.3247422680412371
194,0.3282051282051282
195,0.32653061224489793
196,0.3299492385786802
197,0.3282828282828283
198,0.32663316582914576
199,0.33
200,0.3283582089552239
201,0.3316831683168317
202,0.33497536945812806
203,0.3333333333333333
204,0.33170731707317075
205,0.3300970873786408
206,0.3333333333333333
207,0.33653846153846156
208,0.3349282296650718
209,0.3333333333333333
210,0.33649289099526064
211,0.33490566037735847
212,0.3380281690140845
213,0.3364485981308411
214,0.33488372093023255
215,0.3333333333333333
216,0.3317972350230415
217,0.3302752293577982
218,0.3333333333333333
219,0.33181818181818185
220,0.33031674208144796
221,0.32882882882882886
222,0.3273542600896861
223,0.32589285714285715
224,0.3244444444444444
225,0.3230088495575221
226,0.32158590308370044
227,0.3201754385964912
228,0.31877729257641924
229,0.3173913043478261
230,0.31601731601731603
231,0.3146551724137931
232,0.3133047210300429
233,0.31196581196581197
234,0.31063829787234043
235,0.3093220338983051
236,0.31223628691983124
